Open,High,Low,Close
1351.37,1360.13,1347.91,1355.77
1356.63,1370.88,1356.28,1370.22
1363.56,1368.22,1359.73,1363.23
1363.94,1366.87,1351.89,1356.38
1350.85,1359.39,1348.82,1354.0
1361.36,1366.82,1355.38,1364.44
1362.3,1365.27,1358.83,1360.2
1357.2,1361.28,1351.26,1352.3
1342.51,1356.72,1341.43,1350.04
1358.17,1364.63,1355.84,1362.46
1365.26,1366.2,1355.83,1359.9
1360.23,1368.02,1358.94,1362.4
1374.12,1386.13,1369.42,1382.01
1374.77,1380.13,1351.98,1355.75
1336.94,1340.04,1316.21,1328.05
1297.69,1319.99,1296.25,1311.96
1332.78,1334.52,1309.65,1312.88
1319.56,1337.55,1317.21,1333.84
1334.81,1339.71,1327.09,1338.34
1343.85,1346.24,1337.54,1342.17
1344.88,1355.85,1344.13,1355.27
1356.79,1364.83,1354.0,1364.62
1375.08,1382.61,1371.24,1380.7
1378.92,1383.02,1377.18,1382.29
1383.91,1390.45,1383.26,1384.85
1385.57,1386.22,1377.16,1381.02
1384.37,1385.01,1379.66,1384.39
1383.32,1384.11,1376.13,1380.35
1389.46,1397.98,1385.92,1393.87
1398.62,1401.62,1395.99,1397.13
1391.17,1396.51,1388.38,1392.86
1390.36,1393.17,1382.39,1387.15
1392.75,1399.76,1389.82,1393.67
1392.28,1400.86,1389.02,1399.01
1394.13,1395.22,1381.34,1386.6
1380.96,1392.67,1380.96,1384.84
1391.08,1394.62,1382.02,1384.0
1383.38,1391.98,1366.33,1372.73
1383.76,1392.06,1383.04,1389.09
1387.11,1388.06,1373.98,1385.75
1386.86,1398.45,1375.09,1397.66
1403.72,1411.98,1398.91,1411.06
1415.45,1420.66,1413.88,1417.08
1420.45,1425.22,1413.9,1423.71
1429.38,1429.38,1416.44,1421.24
1420.68,1425.52,1413.22,1417.2
1437.1,1437.1,1423.21,1430.41
1428.92,1432.4,1423.2,1430.53
1432.36,1436.86,1427.69,1433.1
1439.13,1439.97,1433.67,1434.54
1435.49,1436.68,1430.36,1431.88
1435.64,1444.03,1435.64,1439.72
1440.87,1443.09,1435.79,1436.14
1433.8,1439.66,1428.19,1439.12
1438.12,1441.76,1429.61,1438.18
1439.22,1444.05,1433.62,1438.05
1434.36,1435.32,1426.33,1433.65
1437.78,1446.18,1437.76,1445.57
1444.7,1447.7,1436.02,1443.25
1440.07,1444.09,1435.83,1441.54
1439.85,1452.16,1438.61,1450.6
1448.48,1455.4,1444.22,1454.47
1455.19,1467.89,1454.75,1463.16
1463.63,1465.03,1457.28,1461.38
1465.72,1472.47,1465.47,1468.97
1476.11,1479.92,1473.73,1479.37
1481.45,1487.39,1477.87,1485.92
1487.78,1491.13,1476.58,1479.41
1475.27,1478.47,1468.41,1476.99
1473.24,1478.44,1463.79,1471.32
1472.84,1473.09,1457.77,1468.51
1470.99,1472.18,1461.11,1462.82
1461.21,1472.91,1459.42,1469.9
1467.59,1471.6,1463.69,1468.77
1462.89,1469.85,1459.71,1464.98
1460.73,1460.98,1441.41,1444.69
1453.47,1456.97,1446.87,1450.95
1452.1,1454.93,1443.21,1450.48
1449.97,1459.25,1447.69,1459.1
1467.1,1475.11,1453.8,1474.07
1477.99,1487.09,1474.51,1486.74
1481.17,1482.99,1476.9,1482.49
1488.71,1493.3,1485.16,1486.16
1495.99,1502.66,1492.69,1498.02
1500.92,1504.7,1494.19,1504.35
1512.41,1516.2,1503.07,1505.85
1501.41,1501.78,1490.63,1495.71
1497.89,1504.12,1495.27,1497.83
1485.91,1499.91,1484.41,1499.04
1501.49,1501.99,1491.15,1500.26
1500.38,1521.72,1496.89,1519.61
1521.84,1526.46,1517.35,1524.96
1527.19,1531.52,1521.74,1522.88
1519.61,1525.83,1516.03,1524.9
1525.02,1532.13,1522.63,1531.77
1532.47,1535.75,1531.92,1533.14
1529.35,1541.26,1529.35,1536.92
1542.77,1544.62,1529.9,1537.71
1538.46,1543.35,1534.25,1538.2
1540.52,1545.02,1532.83,1536.6
1531.88,1543.61,1531.78,1538.68
1544.91,1549.07,1540.27,1540.97
1546.61,1548.41,1535.28,1536.54
1535.8,1536.26,1529.42,1530.55
1535.54,1540.07,1531.07,1538.83
1533.96,1534.66,1522.56,1524.46
1524.15,1524.15,1513.77,1516.51
1515.27,1515.57,1507.5,1510.24
1505.27,1509.18,1501.95,1509.18
1508.18,1508.47,1470.08,1474.04
1477.68,1479.02,1463.11,1463.5
1454.13,1482.55,1453.04,1474.38
1474.45,1484.66,1469.1,1483.87
1485.6,1489.29,1477.46,1489.29
1483.35,1491.01,1480.84,1488.22
1477.02,1480.35,1467.86,1474.4
1478.63,1484.8,1477.19,1481.89
